XEuler,YEuler,ZEuler,XPosition,YPosition,ZPosition,Time,Mark
-5.638947,-2.700165,-1.019836,0.06875183,0.1180196,0.1177069,103.299,0
-5.683502,-2.666504,-1.077148,0.06888318,0.11806,0.1173801,103.399,0
-5.7052,-2.596008,-1.188171,0.06914687,0.118085,0.1168874,103.499,0
-5.757568,-2.535339,-1.218018,0.06951787,0.1181422,0.116415,103.599,0
-5.782562,-2.603241,-1.286011,0.06992652,0.1181997,0.1160822,103.699,0
-5.923431,-2.82251,-1.375,0.07015438,0.1184808,0.1156869,103.799,0
-6.253296,-4.236603,-1.38916,0.06811886,0.1191119,0.1147992,103.899,0
-6.719788,-5.999115,-1.033142,0.06484582,0.1197763,0.1133541,103.999,0
-7.055878,-7.264801,-0.5745544,0.0618553,0.1203212,0.1116916,104.099,0
-7.274139,-7.856018,-0.1789856,0.05990996,0.1207781,0.1103904,104.199,0
-7.512604,-8.006165,-359.9224,0.058607,0.1211485,0.109473,104.299,0
-7.576965,-8.005341,-359.9049,0.05843837,0.1213228,0.1092283,104.399,0
-7.508636,-7.964874,-359.9796,0.05893246,0.1210028,0.1093804,104.499,0
-7.39679,-7.746429,-0.1815186,0.06011909,0.1208969,0.1099411,104.599,0
-7.180847,-7.536407,-0.362793,0.06055912,0.1205544,0.1104847,104.699,0
-6.828918,-7.429047,-0.3392944,0.06021696,0.1201613,0.1113539,104.799,0
-6.580719,-7.461609,-0.2286987,0.05888528,0.1199317,0.1122476,104.899,0
-6.402435,-7.333069,-0.2020264,0.05729792,0.1197054,0.1127004,104.999,0
-6.361908,-6.891785,-0.163147,0.05514544,0.1196534,0.1124443,105.099,0
-6.338165,-6.312164,-0.1095886,0.05180142,0.1197936,0.1115032,105.199,0
-6.355591,-5.754456,-359.9576,0.04841483,0.1195091,0.1107912,105.299,0
-6.358917,-5.116791,-359.9124,0.04507399,0.1193681,0.1101625,105.399,0
-6.378235,-4.169159,-359.9891,0.0412483,0.1194926,0.1095477,105.499,0
-6.299194,-2.920685,-0.1839294,0.03711612,0.119348,0.1093671,105.599,0
-5.95166,-1.496246,-0.2847595,0.03170741,0.118851,0.1095207,105.699,0
-5.286041,-359.995,-0.2413025,0.02529044,0.1178094,0.1102198,105.799,0
-4.706757,1.498926,359.9743,0.01750943,0.1166732,0.1111728,105.899,0
-3.837524,3.536191,-0.1920471,0.009423512,0.1152325,0.1119061,105.999,0
-2.885956,4.872432,359.92,0.0002207868,0.1137295,0.1140089,106.099,0
-2.112549,6.50678,359.9915,-0.007491138,0.1122923,0.1162938,106.199,0
-1.769806,8.638311,359.9701,-0.01562624,0.1117907,0.1187288,106.299,0
-1.604218,10.06635,0.1036381,-0.02321205,0.111603,0.1208674,106.3989,0
-1.421387,11.43231,0.3681142,-0.03148676,0.1111469,0.1230396,106.4989,0
-1.188538,12.48853,0.6963097,-0.03768417,0.1103054,0.1241525,106.5989,0
-0.7224731,13.52874,0.7952129,-0.04125834,0.1094227,0.1249381,106.6989,0
-0.3933105,14.40488,0.5401841,-0.04250864,0.1090828,0.1261847,106.7989,0
-0.2807007,14.70057,0.3150057,-0.04194733,0.1092621,0.1277702,106.8989,0
-0.3368225,14.50092,0.2731967,-0.04040696,0.1093751,0.12806,106.9989,0
-0.513092,14.06421,-0.08273315,-0.03822761,0.1095167,0.1266877,107.0989,0
-1.16153,13.11179,-0.4475403,-0.03643121,0.1105485,0.1247269,107.1989,0
-1.891083,12.13039,-0.3954163,-0.03463499,0.1118991,0.122804,107.2989,0
-2.484772,10.9416,359.903,-0.03170142,0.1129855,0.1212267,107.3989,0
-2.500885,9.461473,0.05928123,-0.02695601,0.1130352,0.1198797,107.4989,0
-2.240021,8.272628,0.1407795,-0.02116765,0.1126363,0.118897,107.5989,0
-1.902557,6.950448,0.09408835,-0.01311563,0.1118484,0.1175408,107.6989,0
-1.697815,5.708235,-0.1625366,-0.003690894,0.1113697,0.116653,107.7989,0
-1.522766,4.335425,-0.3280334,0.004528496,0.11106,0.1165,107.8989,0
-1.224457,2.525175,-0.1725464,0.01173979,0.1104407,0.1164308,107.9989,0
-0.7772827,0.2995067,0.1747669,0.01850904,0.1095792,0.1168233,108.0989,0
-0.3499451,-1.494263,0.521685,0.02688375,0.1086997,0.11782,108.1989,0
-359.9995,-2.580688,0.5231839,0.03556306,0.1082295,0.1192541,108.2989,0
0.3548944,-2.817474,0.197402,0.04659364,0.1077341,0.1217011,108.3989,0
1.031646,-0.7013855,-0.3194275,0.05899441,0.1065953,0.1245854,108.4989,0
2.534511,4.229774,-1.262939,0.07364708,0.1040077,0.1276441,108.5989,0
5.371908,12.27188,-2.89624,0.09304976,0.09839433,0.1307762,108.6989,0
8.344712,16.96334,-4.45639,0.1058344,0.09258436,0.1341069,108.7989,0
9.826777,19.22558,-5.224823,0.1111175,0.08900537,0.1354409,108.8989,0
10.23194,18.87521,-5.1185,0.1076725,0.08836386,0.1360744,108.9989,0
9.691011,12.55177,-4.480133,0.09021665,0.08950028,0.1375364,109.0989,0
8.399618,-0.8275452,-4.189484,0.05873637,0.09211162,0.1373538,109.1989,0
7.038967,-16.93536,-3.307556,0.02148489,0.09572729,0.1317854,109.2989,0
6.094037,-30.78333,-1.751251,-0.01074136,0.09704749,0.1211767,109.3989,0
6.875306,-38.34903,359.6451,-0.02738352,0.09538177,0.1137837,109.4989,0
8.020389,-40.72516,0.1980662,-0.03273684,0.09307383,0.1110422,109.5989,0
9.079902,-39.71606,359.9744,-0.03134154,0.09031322,0.112986,109.6989,0
9.508763,-38.45047,359.2278,-0.02684393,0.08934958,0.1171753,109.7989,0
9.300686,-37.88779,358.6288,-0.02270338,0.08999192,0.120695,109.8989,0
9.164352,-38.02805,358.1855,-0.01834581,0.09053461,0.1227909,109.9989,0
9.102631,-38.36731,357.9761,-0.01381236,0.09063857,0.1231641,110.0989,0
8.944325,-38.85678,357.7457,-0.008044504,0.09064651,0.1222814,110.1989,0
8.443691,-39.23138,357.6615,-0.0005805437,0.0916438,0.1213513,110.2989,0
7.83336,-39.26682,357.7257,0.006003991,0.09291106,0.121398,110.3989,0
7.186602,-39.76855,357.79,0.01196117,0.09457954,0.121715,110.4989,0
6.715213,-40.47076,357.5954,0.01868055,0.09587719,0.1223908,110.5989,0
6.133775,-40.89023,-2.631836,0.02414568,0.09735462,0.1231178,110.6989,0
4.985133,-41.22757,-3.116913,0.03008523,0.09960327,0.123374,110.7989,0
3.570159,-41.01563,-3.447998,0.03387545,0.1022334,0.1225603,110.8989,0
2.81376,-40.54468,-3.604919,0.0349123,0.1035315,0.1210179,110.9989,0
2.963869,-40.32126,-3.623932,0.03289315,0.1031002,0.1196235,111.0989,0
3.11008,-40.36472,-3.783661,0.03021495,0.1026237,0.1185409,111.1989,0
3.380095,-40.1944,-3.80481,0.02751565,0.1022159,0.1186757,111.2989,0
3.720008,-40.05353,-3.845398,0.02569915,0.1017536,0.1194376,111.3989,0
3.807552,-40.02188,-3.97699,0.02503584,0.1015089,0.119816,111.4989,0
3.784371,-40.04614,-4.21228,0.0249454,0.1012938,0.1196856,111.5989,0
3.672246,-39.97803,-4.318909,0.02514199,0.1013282,0.1191685,111.6989,0
3.546434,-39.99115,-4.190826,0.0250499,0.1016324,0.1185828,111.7989,0
3.452112,-39.93256,-3.939026,0.02492188,0.1018781,0.118327,111.8989,0
3.460656,-39.74936,-3.804871,0.02482154,0.1020836,0.1183455,111.9989,0
3.443286,-39.63516,-3.707764,0.02480879,0.1019515,0.1180631,112.0989,0
3.441595,-39.69553,-3.668701,0.02454214,0.1021271,0.1178641,112.1989,0
3.524728,-39.73776,-3.55191,0.0240361,0.1019078,0.1176166,112.2989,0
3.525206,-39.7019,-3.445129,0.02395733,0.1020796,0.1173476,112.3989,0
3.572666,-39.7049,-3.438477,0.02374406,0.1019015,0.1174997,112.4989,0
3.637803,-39.70947,-3.495728,0.02383064,0.1017116,0.1175408,112.5989,0
3.530633,-39.90387,-3.526825,0.02370205,0.1019725,0.117123,112.6989,0
3.475514,-39.78003,-3.460236,0.02370609,0.1019593,0.1170614,112.7989,0
3.456831,-39.78207,-3.439392,0.02376132,0.1020377,0.116801,112.8988,0
3.410391,-39.76465,-3.466125,0.02386772,0.1020209,0.1165846,112.9988,0
3.362493,-39.61664,-3.463806,0.02427057,0.1021146,0.1166547,113.0988,0
3.396059,-39.58441,-3.517212,0.02430805,0.1019894,0.1168332,113.1988,0
3.39023,-39.56491,-3.57254,0.02434102,0.1021214,0.1170624,113.2988,0
3.404805,-39.51743,-3.59021,0.02431741,0.1020021,0.1169967,113.3988,0
3.382295,-39.49667,-3.598389,0.02410351,0.1019813,0.1168699,113.4988,0
3.376744,-39.47101,-3.561615,0.02412278,0.1019942,0.1167718,113.5988,0
3.27607,-39.46927,-3.613983,0.02421854,0.1022147,0.1168986,113.6988,0
3.207912,-39.38504,-3.61853,0.02443015,0.1021601,0.1170718,113.7988,0
3.216246,-39.30066,-3.56366,0.02471595,0.1023938,0.1170375,113.8988,0
3.189906,-39.31403,-3.458954,0.0245915,0.1024143,0.1170309,113.9988,0
3.03581,-39.34991,-3.394531,0.02427577,0.1025767,0.1169722,114.0988,0
2.959645,-39.34216,-3.505676,0.02456403,0.1027832,0.1168336,114.1988,0
2.92375,-39.29248,-3.391602,0.02473906,0.1028799,0.1165723,114.2988,0
2.872471,-39.32709,-3.200928,0.02439589,0.1031403,0.1162264,114.3988,0
2.862193,-39.36783,-3.177826,0.0242079,0.1031688,0.1160904,114.4988,0
2.776546,-39.22516,-3.248169,0.02426992,0.1032455,0.1160726,114.5988,0
2.714032,-39.25168,-3.128784,0.02442523,0.1033455,0.1157087,114.6988,0
2.764417,-39.25024,-3.081421,0.02405253,0.1033705,0.1155313,114.7988,0
2.885145,-39.24588,-3.16095,0.02381087,0.1030564,0.1155673,114.8988,0
2.82434,-39.26544,-3.122406,0.02364221,0.1032246,0.1155488,114.9988,0
2.881478,-39.2897,-3.12442,0.02338893,0.1031937,0.1157873,115.0988,0
3.052337,-39.26935,-3.183258,0.02351045,0.1028515,0.1161418,115.1988,0
3.104563,-39.28284,-3.266113,0.0237157,0.1026505,0.1163078,115.2988,0
3.02343,-39.17035,-3.291077,0.02382579,0.1027972,0.1164256,115.3988,0
3.02277,-39.2262,-3.249573,0.02363697,0.1026501,0.1163559,115.4988,0
3.061478,-39.2688,-3.221375,0.02339293,0.102551,0.1161991,115.5988,0
3.10193,-39.24567,-3.224823,0.02357341,0.10273,0.1161713,115.6988,0
3.048611,-39.22818,-3.226135,0.02350271,0.1027628,0.116214,115.7988,0
3.105749,-39.26895,-3.206146,0.02334433,0.1026974,0.1162523,115.8988,0
3.120296,-39.30682,-3.21283,0.02337957,0.1026971,0.1161064,115.9988,0
3.056235,-39.27512,-3.213196,0.02344806,0.1028097,0.1161081,116.0988,0
2.965935,-39.271,-3.280396,0.02366538,0.1029635,0.1159757,116.1988,0
2.946068,-39.27414,-3.248322,0.0237112,0.1027435,0.1158225,116.2988,0
2.975571,-39.27991,-3.229858,0.02381589,0.1027923,0.1156378,116.3988,0
2.90671,-39.23462,-3.220428,0.02397555,0.1029148,0.1154844,116.4988,0
2.857959,-39.18298,-3.222748,0.0240251,0.1029504,0.1151202,116.5988,0
2.868568,-39.13568,-3.177917,0.02395325,0.1029039,0.1148936,116.6988,0
2.893686,-39.07629,-3.096741,0.02399901,0.1029866,0.1146615,116.7988,0
2.86261,-39.0325,-3.032318,0.02410505,0.1031843,0.1146435,116.8988,0
2.842575,-39.04291,-3.0065,0.0239912,0.1031422,0.1146033,116.9988,0
2.872526,-39.04352,-3.019135,0.02389323,0.1031141,0.1146267,117.0988,0
2.869589,-39.15289,-3.01178,0.02390815,0.1029743,0.1145168,117.1988,0
2.787303,-39.24152,-2.972931,0.02391279,0.1033493,0.114591,117.2988,0
2.833693,-39.33405,-3.010925,0.02358408,0.1031103,0.1146678,117.3988,0
2.934451,-39.28488,-3.031311,0.02343063,0.1029315,0.114816,117.4988,0
3.001876,-39.30801,-3.02005,0.02310634,0.1028299,0.1151133,117.5988,0
2.974214,-39.27899,-3.002563,0.02316793,0.1029047,0.1151693,117.6988,0
