XEuler,YEuler,ZEuler,XPosition,YPosition,ZPosition,Time,Mark,Velocity
-4.424377,0.8066904,-2.326172,-0.07624326,0.008385001,-0.3341566,24.00006,0,5.637105
-4.287323,0.2571881,-1.520172,-0.07688095,0.006741344,-0.3363138,24.10006,0,9.50379
-4.98233,-0.1374512,-1.937958,-0.07604674,0.008124126,-0.337539,24.20006,0,9.15991
-5.374298,0.4787121,-2.294128,-0.07412174,0.009036422,-0.3375018,24.30006,0,7.873288
-5.128387,0.7266661,-2.333344,-0.07265683,0.009162076,-0.3367589,24.40006,0,3.471788
-5.235504,0.3221044,-2.217041,-0.07295117,0.009485335,-0.3350028,24.50006,0,4.242842
-5.053894,0.1141582,-2.239044,-0.07279434,0.008897498,-0.3349843,24.60006,0,2.797646
-5.482605,0.4172724,-2.421051,-0.07172263,0.009528736,-0.3363473,24.70006,0,5.467953
-5.748932,0.4261573,-2.520752,-0.07119421,0.009967468,-0.3375135,24.80006,0,2.825484
-5.734344,0.3724098,-2.693146,-0.07101481,0.009799505,-0.337574,24.90006,0,1.855748
-5.436768,0.3363441,-2.731171,-0.07116538,0.009183364,-0.3374648,25.00006,0,3.013157
-5.417297,0.1840333,-2.673187,-0.07201824,0.009178285,-0.3371027,25.10006,0,0
-5.40799,0.5337604,-2.95929,-0.07153361,0.009378112,-0.3362755,25.20006,0,4.316
-5.219482,0.6036206,-2.981262,-0.07120977,0.009062339,-0.3356094,25.30006,0,2.055841
-5.089813,0.2749991,-2.923706,-0.07169567,0.008739735,-0.3356797,25.40006,0,3.538774
-5.031616,1.37105,-2.835602,-0.07091862,0.008647648,-0.3357386,25.50006,0,11.08522
-4.750763,2.364111,-2.766663,-0.06868719,0.007972347,-0.3357651,25.60006,0,10.40788
-4.630859,1.631448,-3.010193,-0.06899139,0.007534076,-0.3353084,25.70006,0,8.011254
-4.67569,1.193502,-2.819153,-0.07014381,0.007462381,-0.3349313,25.80006,0,4.66461
-4.554749,0.8363647,-2.888306,-0.07079978,0.007336974,-0.3348106,25.90006,0,3.876533
-4.549072,0.7856655,-3.035797,-0.07039531,0.007296328,-0.3355251,26.00006,0,0
-4.579651,1.077192,-3.265991,-0.06871334,0.007072847,-0.3360139,26.10006,0,3.560823
-4.594788,1.12518,-3.427704,-0.06759643,0.007012475,-0.3364045,26.20006,0,1.631294
-4.671021,1.041669,-3.39743,-0.06704752,0.007075249,-0.3364491,26.30006,0,0
-4.570679,1.060711,-3.474457,-0.06693646,0.006996227,-0.3359557,26.40006,0,0
-4.552429,0.7386047,-3.317352,-0.06783999,0.007055517,-0.3357567,26.50006,0,3.494259
-4.390839,0.3838319,-3.283752,-0.06894973,0.006681732,-0.3358626,26.60007,0,3.916706
-4.57724,0.235214,-3.296326,-0.06974038,0.007072829,-0.3365587,26.70007,0,2.340678
-4.655548,0.2890305,-3.301178,-0.06976014,0.007393365,-0.3368428,26.80007,0,0
-4.535217,0.378399,-3.384979,-0.06934875,0.007076274,-0.3366461,26.90007,0,0
